aba_origem,variavel,variavel_num,tipo,tema,descricao
Dicionário não PCT,V00159,159,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00160,160,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00161,161,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00162,162,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00163,163,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00164,164,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00165,165,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00166,166,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00167,167,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00168,168,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00169,169,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00170,170,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00171,171,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00172,172,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00173,173,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00174,174,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00175,175,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00176,176,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00177,177,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00178,178,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00179,179,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00180,180,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00181,181,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00182,182,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00183,183,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00184,184,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza rede geral de distribuição, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00185,185,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00186,186,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza poço profundo ou artesiano, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00187,187,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00188,188,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza poço raso, freático ou cacimba, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00189,189,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00190,190,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza fonte, nascente ou mina, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00191,191,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00192,192,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza carro-pipa, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00193,193,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00194,194,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza água da chuva armazenada, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00195,195,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00196,196,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza rios, açudes, córregos, lagos e igarapés, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00197,197,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Sexo da pessoa responsável pelo domicílio é masculino"
Dicionário não PCT,V00198,198,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Utiliza outra forma de abastecimento de água, Sexo da pessoa responsável pelo domicílio é feminino"
Dicionário não PCT,V00199,199,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação"
Dicionário não PCT,V00200,200,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno"
Dicionário não PCT,V00201,201,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água não chega encanada ao domicílio"
Dicionário não PCT,V00202,202,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Água chega encanada até dentro da casa, apartamento ou habitação"
Dicionário não PCT,V00203,203,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Água chega encanada, mas apenas ao terreno"
Dicionário não PCT,V00204,204,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa, Água não chega encanada ao domicílio"
Dicionário não PCT,V00205,205,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Água chega encanada até dentro da casa, apartamento ou habitação"
Dicionário não PCT,V00206,206,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Água chega encanada, mas apenas ao terreno"
Dicionário não PCT,V00207,207,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é casa de vila ou em condomínio, Água não chega encanada ao domicílio"
Dicionário não PCT,V00208,208,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Água chega encanada até dentro da casa, apartamento ou habitação"
Dicionário não PCT,V00209,209,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Água chega encanada, mas apenas ao terreno"
Dicionário não PCT,V00210,210,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Tipo de espécie é apartamento, Água não chega encanada ao domicílio"
Dicionário não PCT,V00211,211,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00212,212,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00213,213,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00214,214,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é parda"
Dicionário não PCT,V00215,215,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada até dentro da casa, apartamento ou habitação, Cor ou raça da pessoa responsável pelo domicílio é indígena"
Dicionário não PCT,V00216,216,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é branca"
Dicionário não PCT,V00217,217,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é preta"
Dicionário não PCT,V00218,218,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é amarela"
Dicionário não PCT,V00219,219,Domicílio,Características do Domicílio - Parte 2,"Domicílios Particulares Permanentes Ocupados, Água chega encanada, mas apenas ao terreno, Cor ou raça da pessoa responsável pelo domicílio é parda"
